image_name,date,street,block,parcel,text_en,text_es,ad_product,ad_company,business_name,establishment_kind,open_space_kind,street_art,notes,notes2
street_views_000874,2019-03-01,"Crenshaw Blvd, West",4600,6489,"aadap people need people youth and family programs, harley hog parts pro.com",,,,"aadap, hog parts pro","rehabilitation, automotive services",,,,
street_views_000875,2019-03-01,"Crenshaw Blvd, West",4600,6489,"your results your way free personalized fitness plan, reflections hair and facial studio facials manicures and pedicures, expungements credit restoration and divorce attorney referrals ",,"expungments credit restoration and divorce attorney referrals, 24 hour fitness",,reflections hair and facial studio,"hair salon, barber shop",parking lot,,,
street_views_000876,2019-03-01,"Crenshaw Blvd, West",4600,6489,"the n spot barber beauty shop walk ins welcome, gloria and son tenants assistance paralegal services",,,,"the n spot barber beauty shop, gloria and son tenants assistance paralegal services","legal services, barber shop, beauty salon, commercial",,handpainted signs,,
street_views_000877,2019-03-01,"Crenshaw Blvd, West",4700,6489,"crenshaw amb apparel, fade em up barber shop, firestone walker brewing company 805",,firestone walker brewing company,,"crenshaw amb apparel, fade em up barber shop","clothing store, barber shop",,,,
street_views_000878,2019-03-01,"Crenshaw Blvd, West",4700,6489,living the word church,,,,living the word church,church,,,,
street_views_000879,2019-03-01,"Crenshaw Blvd, West",4700,6489,,,,,,,,,,
street_views_000880,2019-03-01,"Crenshaw Blvd, East",4700,6488,pacific elite collison center,,,,pacific elite collision center,automotive services,parking lot,,,
street_views_000881,2019-03-01,"Crenshaw Blvd, East",4700,6488,"never 2 much wireless repairs unlocks at&t tmobile ultra mobile no more data caps verizon phone repairs, red hair salon studio and co creativity passion, ",,,,"never 2 much wireless repairs, red hair salon studio and co","hair salon, cellular service",,,,
street_views_000882,2019-03-01,"Crenshaw Blvd, East",4700,6488,"dive in yoshinoya, tax prep notary payroll investments professionals with integrity collins financial services",,"collins financial services, yoshinoya",,,,open lot,,,
street_views_000883,2019-03-01,"Crenshaw Blvd, East",4700,6488,collins financial services tax and financial specialist,,,,collins financial services,financial services,,,,
street_views_000884,2019-03-01,"Crenshaw Blvd, East",4700,6488,"family to family funeral services, gaines electrical inc commerical industrial commercial, the smile group llc, amen pest control",,"family to family funeral services, amen pest control",,"the smile group llc, gaines electrical inc","dentist, electrician ",,,,
street_views_000885,2019-03-01,"Crenshaw Blvd, East",4700,6488,churchs chicken,,,,churchs chicken,fast food,parking lot,,,
street_views_000886,2019-03-01,"Crenshaw Blvd, West",4800,8047,dawah book shop wholesale incense supplies body oils oil burner ,,,,dawah book shop,bookstore,parking lot,,,
street_views_000887,2019-03-01,"Crenshaw Blvd, East",4800,8048,,,100.3,,,residential,,,,
street_views_000888,2019-03-01,"Crenshaw Blvd, West",4800,8047,ivie league preschool christian now enrolling,,,,ivie league preschool,preschool,,,,
street_views_000889,2019-03-01,"Crenshaw Blvd, East",4800,8048,floral palace landscape services security guard training guard card and permits were open for business landscape and natural gifts for home and the garden,,,,"floral palace, security guard training","landscaping, security",,,,
street_views_000890,2019-03-01,"Crenshaw Blvd, East",4800,8048,"stop buying hair color where you buy bananas sally, vergees palace de bella donna celebrating 5o years in the community booths for rent hairstylists",,sally beauty supply,,vergees palace de bella donna,hair salon,,,,
street_views_000891,2019-03-01,"Crenshaw Blvd, East",4800,8048,"dynasty company investment real estate services cash for your property used cars and trucks, king was seeking the promised land, your results your way free personalized fitness plans",,24 hour fitness,,dynasty company ,real estate,,mural,,
street_views_000892,2019-03-01,"Crenshaw Blvd, East",4800,8048,"open enrollment individualized programs government programs accepted crenshaw montessori academy preschool kindergarten daycare advanced individualized teaching, feel good ",,100.3,,crenshaw montessori academy,preschool,,,,
street_views_000893,2019-03-01,"Crenshaw Blvd, East",4800,8048,general contracting kam vision residential and commercial building your dreams insurance claims,,kam vision,,,residential,,,,
street_views_000894,2019-03-01,"Crenshaw Blvd, East",4800,8048,,,,,,residential,,,,
street_views_000895,2019-03-01,"Crenshaw Blvd, West",4800,8047,"stay positive, bond and taylor injury lawyers accident injury, kpc building",,"100.3, bond and taylor injury lawyers",,,,,,,
street_views_000896,2019-03-01,"Crenshaw Blvd, West",4800,8048,iaccidentlawyer results vary according to the facts not a guarentee warranty or prediction re outcome ,,iaccidentlawyer.com,,,,,,,
street_views_000897,2019-03-01,"Crenshaw Blvd, West",4800,8048,dulans on crenshaw soul food restaurant catering and banquet hall,,,,dulans,"restaurant, catering",,,,
street_views_000898,2019-03-01,"Crenshaw Blvd, West",4900,10913,bethesda temple church,,,,bethesda temple church,church,,mural,,
street_views_000899,2019-03-01,"Crenshaw Blvd, West",4900,10913,,,,,,residential,,mural,,
street_views_000900,2019-03-01,"Crenshaw Blvd, West",4900,10913,,,,,,residential,,mural,,
street_views_000901,2019-03-01,"Crenshaw Blvd, West",4900,10913,,,,,,residential,,mural,,
street_views_000902,2019-03-01,"Crenshaw Blvd, East",5000,8042,fast drive could be last drive temporary parking,,,,,,parking lot,,,
street_views_000903,2019-03-01,"Crenshaw Blvd, East",5000,8042,open monday to friday dine in or take out margaritas fin mexican food open welcome,bienvenidos amigos,,,maragritas fine mexican food,restaurant,,,,
street_views_000904,2019-03-01,"Crenshaw Blvd, East",5100,8042,"sale, us a new nightmare from the mind of jordan peele writer and director of get out",,us movie,,,commercial,,,,
street_views_000905,2019-03-01,"Crenshaw Blvd, East",5100,8042,always check the bottom line did your tax preparer sign ctec,,ctec,,,residential,,,,
street_views_000906,2019-03-01,"Crenshaw Blvd, EAST",5100,8042,,,,,,residential,,,,
street_views_000907,2019-03-01,"Crenshaw Blvd, East",5100,8042,transmission auto repair we can improve your ride with new shocks today gabriel trouble starting we test batteries all work guarentee complete auto service new crenshaw trans and auto repair free estimate insurance claims welcome transmission specialist quality job at a fair price,,,,new crenshaw trans and auto repair ,automotive service,parking lot,,,
street_views_000908,2019-03-01,"Crenshaw Blvd, East",5100,8042,lone star market hotdog combo donut and coffee combo snacks sodas candy cold beverages,,,,lone star market,"market, snack shop",,,,
street_views_000909,2019-03-01,"Crenshaw Blvd, East",5100,8042,crenshaw auto group wholesale tire tire sale buy 4 tire free alignment,,,,crenshaw auto group wholesale tire,automotive service,,handpainted signs,,
street_views_000910,2019-03-01,"Crenshaw Blvd, East",5100,8042,us a new nightmare from the mind of jordan peele writer and director of get out,,us movie,,,,parking lot,,,
street_views_000911,2019-03-01,"Crenshaw Blvd, West",5100,8038,,,,,,residential,,,,
street_views_000912,2019-03-01,"Crenshaw Blvd, West",5100,8038,"all souls christian center corporate head office weekly activities worship bible faith seminar intercessory music work shop,  ",mision cristiana manantial de vida horarios de servicios martes jueves sabado domingo oracion y ensenanza culto de ninos culto de jovenes culto evangelistico,,,"all souls christian center corporate head office, mision cristiana","church headquarters, church",,,,
street_views_000913,2019-03-01,"Crenshaw Blvd, West",5100,8038,people coordinated services senior multipurpose center,,,,people coordinated services senior  multipurpose center,senior center,,,,
street_views_000914,2019-03-01,"Crenshaw Blvd, West",5100,8038,crenshaw medical center,,,,crenshaw medical center,medical center,parking lot,,,
street_views_000915,2019-03-01,"Crenshaw Blvd, West",5300,7978,icef view park prep k through 8 campus,,,,view park prep,school,,,,
street_views_000916,2019-03-01,"Crenshaw Blvd, West",5300,7978,"real silk beauty academy enroll now, compro tax largest tax refund legally allowed year round tax service back taxes business taxes document preparation professional building, wlp financial services smith moore gmac real estate loans",,,,"real silk beauty academy, compro tax","financial services, cosmetic school ",,,,
street_views_000917,2019-03-01,"Crenshaw Blvd, West",5300,7978,"park mesa heights community council, beautiful wigs sophie bohyme 100 percent human hair custom pieces ",,,,"park mesa heights community council, beautiful wigs","local government, beauty supply",,,,
street_views_000918,2019-03-01,"Crenshaw Blvd, East",5300,7979,spincycle coin laundry wash and dry same day service under new management ,,,,spincycle coin laundry,laundromat,parking lot,,,
street_views_000919,2019-03-01,"Crenshaw Blvd, East",5300,7979,aadap,,,,aadap,rehabilitation,,,,
street_views_000920,2019-03-01,"Crenshaw Blvd, East",5300,7979,"bargain house furniture, kw hair studio walk ins welcome, egyptian temple number 5 shriners pha all for rent call for info, new wok fried shrimp panda express chinese kitchen",,panda express,,"bargain house funiture, kw hair studio, egyptian temple number 5","community organization, fraternity, furniture store",,,,
street_views_000921,2019-03-01,"Crenshaw Blvd, East",5300,7979,"a new nightmare from the mind of jordan peele writer and director of get out us, forshow beauty and barbering salon haircuts weaves braids",,us movie,,forshow beauty and barbering salon,"hair salon, barber shop",,handpainted signs,,
street_views_000922,2019-03-01,"Crenshaw Blvd, East",5300,7979,"beauty bar , welcome to the plug la tobacco shop and more",,,,the plug la,"smoke shop, commercial ",,,,
street_views_000923,2019-03-01,"Crenshaw Blvd, East",5300,7979,"intelligent technology intergrative solutions, computer repair, free TV from the internet, cloud tv, stop tv cable bills now, rich media production, real it solutions delivered over 34 years of experience, los angeles black worker center, rajo african products, african and caribbean food market, calling cards sold here, send money here, ken wireless and repair, repair center, free lg style 4, iaccidentlawyer 150000000 plus collected",,iaccidentlawyer.com,,"intelligent technology intergrative solutions, rajos african prducts, los angeles black worker center, ken wireless and repair","electronics store, phone repair, employment agency, market",,,,
street_views_000924,2019-03-01,"Crenshaw Blvd, East",5300,7979,"end the story of hunger feeding america, liquor no loitering",,feeding america,,liquor,liquor store,,,,
street_views_000925,2019-03-01,"Crenshaw Blvd, East",5400,7976,the curve at west angeles,,,,,residential,,,construction,
street_views_000926,2019-03-01,"Crenshaw Blvd, East",5400,7976,rd olson construction ,,,,,residential,,,construction,
street_views_000927,2019-03-01,"Crenshaw Blvd, East",5400,7976,"crenshaw yoga and dance, firestone walker brewing company 805",,firestone walker brewing company,,crenshaw yoga and dance,"dance studio, fitness studio",,,,
street_views_000928,2019-03-01,"Crenshaw Blvd, East",5400,7976,"black diamond enterprises, firming toning and weight loss programs",,,,black diamond enterprises,gym,,,,
street_views_000929,2019-03-01,"Crenshaw Blvd, East",5400,7976,"mail zone, business cards notary services fax services keys color copies b and w copies binding mailbox laminating gift items stamps office supplies packaging,  the goat hair studio, office space for rent, antonio villaraigosa for california, karen bass for congress, the hartford building",,"karen bass, antonio villaraigosa",,"mail zone, the goat hair studio","barber shop, shipping, mail, printing shop",,,,
street_views_000930,2019-03-01,"crenshaw Blvd, East",5400,7976,"restaurant, masjid, clothing store, aromatherapy store",cerrado ,,,"bistro, masjid bilal ibn rabah, la african fashion, taj mahal","restaurant, masjid, clothing store, ",,,,
street_views_000931,2019-03-01,"Crenshaw Blvd, East",5400,7976,"penecostal, hall rental, honeys market, for lease, ",i dedios ,,,i dedios penecostal,"church , commercial",,,,
street_views_000932,2019-03-01,"Crenshaw Blvd, East",5400,7976,united states post office,,,,united states post office,post office,,,,
